,count,hate_speech,offensive_language,neither,class,tweet
6640,,,,,neither,"I use AIM , Name : Hatey82K2 I am usually on each day , All the time on the weekends Soundtrack For This Song Provided By : Band Name : Song : Bully Boys Rage On This"
6641,,,,,neither,I was fortunate enough to be blessed with Reddish Blond hair .
6642,,,,,neither,"So , a `` high and tight '' will suffice ."
6643,,,,,neither,"I do n't get sussed , except for some local band shows ."
6644,,,,,neither,Makes finding good employment a bit tougher than it should be .
6645,,,,,neither,I have a couple and get out on the 14th .
6646,,,,,neither,I have a summer job all planed out and im goin to 10th next year .
6647,,,,,neither,"I joined today and just found this sight recenty , I Love being white and wanted to talk to others with veiws simular to my own ."
6648,,,,,neither,It's being reported by some of the British press who are usually more critical of Israel .
6649,,,,,neither,American Media appears to have a blackout on these developments .
6650,,,,,neither,Justin Trudeau shows the international community that incompetence and arrogance are all it takes to lead a nation these days .
6651,,,,,neither,Check out my video below and let me know what you guys think Cheers !
6652,,,,,neither,Justin Trudeau is an Embarrassment to Canada - YouTube
6653,,,,,hate_speech,I would n't be surprised if the government took more taxes off our pay checks so that Trudeau could feed and house more rapeugees that are flooding our country .
6654,,,,,neither,"Sorry, but are you gay ?"
6655,,,,,neither,"Our ancestors went though millions of years of eating meat , if its bloody good enough for them , its good enough for me ."
6656,,,,,neither,"That was on a sheet of paper , and I take it you meant bull sheet ( as other poster said it before )"
6657,,,,,neither,We have a couple of events coming up that are pretty close together so I 'll post them both here now . June 24th event July 1st event
6658,,,,,neither,going to the show over in the third district on saturday im trying to go but probly will need a ride home thanks
6659,,,,,neither,My heart goes out to you ..
6660,,,,,neither,"True , you have to have money to leave but it seems like no one is helping ya 'll ."
6661,,,,,neither,Why does Stormfront not have a section for this type of thing .
6662,,,,,neither,"Van Rensburg , Nostradamus etc ?"
6663,,,,,neither,There is a 911 section .
6664,,,,,neither,You could have made one for prophecies .
6665,,,,,neither,Our brothers & sisters in SA must stand their ground because they have earned through the blood and sweat of their ancestors .
6666,,,,,neither,It is hard to say what is going to happen however one way or the other I think Whites in South Africa should get out of the country and try to make it to a safer location such as Canada or Australia .
6667,,,,,hate_speech,Were Whites to leave in large numbers leaving few Whites behind in South Africa the country would start going down hill and then maybe more Whites would begin to see what losers Negros are and how they cannot even maintain what is given to them .
6668,,,,,neither,Look for Don McAlvany 's `` Revolution and Betrayal '' The terrorist-pig was caught red-handed with tens of thousands of grenades and anti-personnel mines .
6669,,,,,neither,His commie-jew handler was Joe Slovo .
6670,,,,,hate_speech,"I like to listen to this preacher , but why do black prreachers always have to scream ."
6671,,,,,neither,I ai n't deaf yet .
6672,,,,,hate_speech,"I feel so sorry for all you people living there , wish you could all move here hopefully you do n't suffer like your neighbours in zimbabwe ."
6673,,,,,neither,I like this man 's anger and resoluteness.Colud anyone tell where to take the whole footage ?
6674,,,,,neither,Racist attack on tv show south africa BBC - YouTube
6675,,,,,neither,Why do people still join Militias ?
6676,,,,,neither,Why not just band with one or two of your close friends ?
6677,,,,,neither,Militias are too risky with the Feds .
6678,,,,,neither,"Arseniy Yatsenyuk approved as Ukraine 's new prime minister Arseniy Yatsenyuk , Ukraine 's new prime minister Published February 27 , 2014 / FoxNews.com Source : Arseniy Yatsenyuk approved as Ukraine 's new prime minister | Fox News"
6679,,,,,neither,I would think that European nationalist organizations would be easier to create than American nationalist organizations .
6680,,,,,neither,"White Irish nationalist for Ireland White German nationalist for Germany White Dutch people for the Netherlands Thats not hard borders are very important even between European countries To destroy or harm any culture is a crime against humanity and melting down all the smaller countries into one big country destroying there languages and so on would just be wrong , we should work together yes we are all white and all brothers and our nations are sacred ."
6681,,,,,hate_speech,I Can tell you right now if a black mob is threatening my life and burning my town I 'm going to start shooting .
6682,,,,,neither,And im sure theres a lot more people that would do the same .
6683,,,,,neither,"Yes, no nationalists have appointed a Jewish prime minister so I 'm not sure why any one but an anti would claim as such ."
6684,,,,,hate_speech,These idiots are doing this to hasten Armageddon so they can get a free ride to heaven .
6685,,,,,neither,"No , I 'm NOT kidding ....."
6686,,,,,neither,That was wierd .
6687,,,,,hate_speech,Just shows the absurdity of Obamamania : an athletic white woman attacks one libtard to proclaim the holiness of another libtard who may be worse !
6688,,,,,neither,2 Years of foreign language is mandatory to graduate from my school .
6689,,,,,neither,"French and Spanish are offered , but there is only one french teacher , as opposed to our 4 or more Spanish teachers , so the number of students able to take French is VERY limited ."
6690,,,,,hate_speech,"Yeah, if msnbc would air videos like this they 'd get much higher ratings than the same ole negro grumblings ."
6691,,,,,hate_speech,"http://youtube.com/watch ? v = gdYJjU-Nx6E The maker of this video may be Jewish , not sure , he has a big kosher-lookin nose ."
6692,,,,,neither,Of course they can take the property of white people for reparations .
6693,,,,,hate_speech,Just as soon as they repay for the generations of welfare their majestic peoples have consumed .
6694,,,,,neither,Maybe some Asians will complain because a Asian kid is used for the adoption when most Asian countries will not adopt out to gays .
6695,,,,,hate_speech,"Yes, he has a red Firebird so the wigger 's parents thought he had promise just like all those fictional characters on t.v."
6696,,,,,neither,"( Prince of Bel Air , Moeisha , etc ... )"
6697,,,,,neither,"Yep I totally agree , the minute the Jew press see 's the Klan outfits , that 's all they will talk about , and justify the white murders ."
6698,,,,,neither,"I read an article where they ran the White rancher off his property , he left behind all types of farming equipment and a herd of livestock ."
6699,,,,,neither,"I read where they came in and killed all the livestock and had a feast , then 6 months later were starving ."
6700,,,,,neither,The seeds and farming equipment was never used .
6701,,,,,neither,I just wonder how long before obango starts bringing them here for a new life .
6702,,,,,hate_speech,It is n't enough that we support mesico now we have to support africa .
6703,,,,,neither,"hmm, wonder if we can get them to jump in the river if we put an ad on TV that there is billions in gold at the bottom of the river ?"
6704,,,,,hate_speech,"We know they cant swim , but they might not remember that in their lust for ' dat money ' ."
6705,,,,,neither,"Many thanks Dr. Duke on behalf of all us internet radio addicts , your DavidDuke.com interviews are always very much appreciated !"
6706,,,,,neither,David Duke with Bruno Gollnisch !
6707,,,,,neither,http://www.davidduke.com/mp3/dukeradio080723brunog.mp3
6708,,,,,neither,And I would add to that one of the distinctive features of malls are the food courts where we can witness Americans and their eating disorders on display .
6709,,,,,neither,I only clicked on the article hoping it was I white baby and as usual I was disappointed .
6710,,,,,hate_speech,Also I agree it 's not fair to monkeys to compare them to black people .
